[09-Mar-2016 19:30:48 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:45:48 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:45:50 America/New_York] PHP Warning:  require(tarifs.php): failed to open stream: No such file or directory in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 7
[09-Mar-2016 19:45:50 America/New_York] PHP Fatal error:  require(): Failed opening required 'tarifs.php' (include_path='.;C:\php\pear') in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 7
[09-Mar-2016 19:47:39 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:47:40 America/New_York] PHP Parse error:  syntax error, unexpected '.' in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 7
[09-Mar-2016 19:47:52 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:47:53 America/New_York] PHP Warning:  require(C:/dev/wwwtheme/tarifs.php): failed to open stream: No such file or directory in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 8
[09-Mar-2016 19:47:53 America/New_York] PHP Fatal error:  require(): Failed opening required 'C:/dev/wwwtheme/tarifs.php' (include_path='.;C:\php\pear') in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 8
[09-Mar-2016 19:48:54 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:48:56 America/New_York] PHP Warning:  require(C:/dev/wwwtheme/tarifs.php): failed to open stream: No such file or directory in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 8
[09-Mar-2016 19:48:56 America/New_York] PHP Fatal error:  require(): Failed opening required 'C:/dev/wwwtheme/tarifs.php' (include_path='.;C:\php\pear') in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 8
[09-Mar-2016 19:50:49 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:50:50 America/New_York] PHP Notice:  Undefined variable: TEMPLATE in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 3
[09-Mar-2016 19:50:50 America/New_York] PHP Warning:  require(C:/dev/wwwclqweb/theme/clq/tarifs.php): failed to open stream: No such file or directory in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 7
[09-Mar-2016 19:50:50 America/New_York] PHP Fatal error:  require(): Failed opening required 'C:/dev/wwwclqweb/theme/clq/tarifs.php' (include_path='.;C:\php\pear') in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 7
[09-Mar-2016 19:51:09 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:51:56 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:51:57 America/New_York] PHP Notice:  Undefined variable: get_site_name in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 2
[09-Mar-2016 19:51:57 America/New_York] PHP Fatal error:  Function name must be a string in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 2
[09-Mar-2016 19:52:20 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:56:11 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:57:08 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:57:29 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:57:30 America/New_York] PHP Warning:  require(C:\dev\www\clqweb//clqweb/theme/clq/tarifs.php): failed to open stream: No such file or directory in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 4
[09-Mar-2016 19:57:30 America/New_York] PHP Fatal error:  require(): Failed opening required 'C:\dev\www\clqweb//clqweb/theme/clq/tarifs.php' (include_path='.;C:\php\pear') in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 4
[09-Mar-2016 19:57:43 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:57:45 America/New_York] PHP Warning:  require(C:\dev\www\clqweb/clqweb/theme/clq/tarifs.php): failed to open stream: No such file or directory in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 4
[09-Mar-2016 19:57:45 America/New_York] PHP Fatal error:  require(): Failed opening required 'C:\dev\www\clqweb/clqweb/theme/clq/tarifs.php' (include_path='.;C:\php\pear') in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 4
[09-Mar-2016 19:57:55 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:59:32 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 19:59:35 America/New_York] PHP Notice:  Use of undefined constant GSTHEMEPATH - assumed 'GSTHEMEPATH' in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 2
[09-Mar-2016 20:00:15 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 20:00:40 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 20:01:00 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[09-Mar-2016 20:02:21 America/New_York] PHP Notice:  Undefined index: id in C:\dev\www\clqweb\plugins\events.php on line 171
[11-Mar-2016 19:18:02 America/New_York] PHP Warning:  call_user_func_array() expects parameter 1 to be a valid callback, function 'rates_main' not found or invalid function name in C:\dev\www\clqweb\admin\load.php on line 39
[13-Mar-2016 16:56:48 America/New_York] PHP Fatal error:  Class 'Rates' not found in C:\dev\www\clqweb\plugins\rates\overview.php on line 6
[13-Mar-2016 16:58:17 America/New_York] PHP Fatal error:  Class 'Rates' not found in C:\dev\www\clqweb\plugins\rates\overview.php on line 6
[13-Mar-2016 17:23:46 America/New_York] PHP Fatal error:  Class 'I18nGallery' not found in C:\dev\www\clqweb\plugins\rates\edit.php on line 49
[13-Mar-2016 17:46:09 America/New_York] PHP Parse error:  syntax error, unexpected 'array' (T_ARRAY), expecting variable (T_VARIABLE) in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 8
[13-Mar-2016 17:47:29 America/New_York] PHP Fatal error:  Class 'Rates' not found in C:\dev\www\clqweb\plugins\rates\edit.php on line 6
[13-Mar-2016 17:52:35 America/New_York] PHP Warning:  The use statement with non-compound name 'Clq' has no effect in C:\dev\www\clqweb\plugins\rates\edit.php on line 2
[13-Mar-2016 17:52:35 America/New_York] PHP Fatal error:  Class 'Rates' not found in C:\dev\www\clqweb\plugins\rates\edit.php on line 8
[13-Mar-2016 17:52:50 America/New_York] PHP Warning:  The use statement with non-compound name 'Clq' has no effect in C:\dev\www\clqweb\plugins\rates\edit.php on line 3
[13-Mar-2016 17:52:50 America/New_York] PHP Fatal error:  Class 'Rates' not found in C:\dev\www\clqweb\plugins\rates\edit.php on line 7
[13-Mar-2016 17:53:02 America/New_York] PHP Warning:  The use statement with non-compound name 'Clq' has no effect in C:\dev\www\clqweb\plugins\rates\edit.php on line 3
[13-Mar-2016 17:53:02 America/New_York] PHP Fatal error:  Class 'Rates' not found in C:\dev\www\clqweb\plugins\rates\edit.php on line 7
[13-Mar-2016 17:55:48 America/New_York] PHP Fatal error:  Call to private Clq\Rates::__construct() from invalid context in C:\dev\www\clqweb\plugins\rates\edit.php on line 9
[13-Mar-2016 17:56:21 America/New_York] PHP Fatal error:  Call to undefined function Clq\loadRates() in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 13
[13-Mar-2016 17:58:52 America/New_York] PHP Notice:  Array to string conversion in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 32
[14-Mar-2016 14:56:39 America/New_York] PHP Parse error:  syntax error, unexpected '}' in C:\dev\www\clqweb\plugins\rates\edit.php on line 14
[14-Mar-2016 15:04:35 America/New_York] PHP Fatal error:  Class 'Clq\SimpleXMLExtended' not found in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 63
[14-Mar-2016 15:43:52 America/New_York] PHP Catchable fatal error:  Object of class Clq\Rates could not be converted to string in C:\dev\www\clqweb\plugins\rates\edit.php on line 20
[14-Mar-2016 15:44:32 America/New_York] PHP Fatal error:  Using $this when not in object context in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 62
[14-Mar-2016 15:44:49 America/New_York] PHP Notice:  Array to string conversion in C:\dev\www\clqweb\plugins\rates\edit.php on line 20
[14-Mar-2016 15:45:39 America/New_York] PHP Parse error:  syntax error, unexpected 'in' (T_STRING) in C:\dev\www\clqweb\plugins\rates\edit.php on line 20
[14-Mar-2016 16:23:51 America/New_York] PHP Parse error:  syntax error, unexpected ',' in C:\dev\www\clqweb\plugins\rates\edit.php on line 46
[14-Mar-2016 16:24:25 America/New_York] PHP Parse error:  syntax error, unexpected ')', expecting ';' in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 76
[14-Mar-2016 16:24:45 America/New_York] PHP Parse error:  syntax error, unexpected 'public' (T_PUBLIC) in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 87
[14-Mar-2016 16:25:23 America/New_York] PHP Notice:  Undefined index: name in C:\dev\www\clqweb\plugins\rates\edit.php on line 38
[14-Mar-2016 16:25:23 America/New_York] PHP Notice:  Undefined index: value in C:\dev\www\clqweb\plugins\rates\edit.php on line 38
[14-Mar-2016 17:36:22 America/New_York] PHP Fatal error:  Call to undefined function Clq\extractCategory() in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 30
[14-Mar-2016 17:42:59 America/New_York] PHP Parse error:  syntax error, unexpected '(' in C:\dev\www\clqweb\plugins\rates\edit.php on line 53
[14-Mar-2016 17:48:54 America/New_York] PHP Parse error:  syntax error, unexpected '(' in C:\dev\www\clqweb\plugins\rates\edit.php on line 53
[14-Mar-2016 17:56:43 America/New_York] PHP Notice:  Undefined index: label in C:\dev\www\clqweb\plugins\rates\edit.php on line 58
[14-Mar-2016 17:56:43 America/New_York] PHP Notice:  Undefined index: rates in C:\dev\www\clqweb\plugins\rates\edit.php on line 62
[14-Mar-2016 17:56:43 America/New_York] PHP Warning:  Invalid argument supplied for foreach() in C:\dev\www\clqweb\plugins\rates\edit.php on line 62
[14-Mar-2016 17:57:40 America/New_York] PHP Notice:  Undefined index: label in C:\dev\www\clqweb\plugins\rates\edit.php on line 58
[14-Mar-2016 17:57:40 America/New_York] PHP Notice:  Undefined index: rates in C:\dev\www\clqweb\plugins\rates\edit.php on line 62
[14-Mar-2016 17:57:40 America/New_York] PHP Warning:  Invalid argument supplied for foreach() in C:\dev\www\clqweb\plugins\rates\edit.php on line 62
[14-Mar-2016 18:02:46 America/New_York] PHP Notice:  Undefined index: label in C:\dev\www\clqweb\plugins\rates\edit.php on line 58
[14-Mar-2016 18:02:46 America/New_York] PHP Notice:  Undefined index: rates in C:\dev\www\clqweb\plugins\rates\edit.php on line 62
[14-Mar-2016 18:02:46 America/New_York] PHP Warning:  Invalid argument supplied for foreach() in C:\dev\www\clqweb\plugins\rates\edit.php on line 62
[14-Mar-2016 18:49:59 America/New_York] PHP Warning:  require_once(C:\dev\www\clqweb/plugins/rates/category.class.php): failed to open stream: No such file or directory in C:\dev\www\clqweb\plugins\rates\edit.php on line 5
[14-Mar-2016 18:49:59 America/New_York] PHP Fatal error:  require_once(): Failed opening required 'C:\dev\www\clqweb/plugins/rates/category.class.php' (include_path='.;C:\dev\pear\pear') in C:\dev\www\clqweb\plugins\rates\edit.php on line 5
[14-Mar-2016 19:08:19 America/New_York] PHP Notice:  Undefined variable: rates in C:\dev\www\clqweb\plugins\rates\edit.php on line 27
[14-Mar-2016 19:08:19 America/New_York] PHP Fatal error:  Call to a member function saveRates() on null in C:\dev\www\clqweb\plugins\rates\edit.php on line 27
[18-Mar-2016 13:06:50 America/New_York] PHP Fatal error:  Call to undefined function i18n_gallery_site_link() in C:\dev\www\clqweb\plugins\rates\header.php on line 1
[18-Mar-2016 13:18:28 America/New_York] PHP Fatal error:  Call to undefined function i18n_gallery_site_link() in C:\dev\www\clqweb\plugins\rates\header.php on line 1
[18-Mar-2016 13:58:50 America/New_York] PHP Fatal error:  Call to undefined function Clq\add_row_rate() in C:\dev\www\clqweb\plugins\rates\edit.php on line 66
[18-Mar-2016 14:12:46 America/New_York] PHP Parse error:  syntax error, unexpected '$text' (T_VARIABLE) in C:\dev\www\clqweb\plugins\rates\helper.php on line 11
[18-Mar-2016 15:06:45 America/New_York] PHP Warning:  Missing argument 4 for Clq\add_row_rate(), called in C:\dev\www\clqweb\plugins\rates\edit.php on line 60 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 19
[18-Mar-2016 15:06:45 America/New_York] PHP Warning:  Missing argument 1 for Clq\add_tools_cell(), called in C:\dev\www\clqweb\plugins\rates\helper.php on line 36 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 41
[18-Mar-2016 15:06:45 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 44
[18-Mar-2016 15:06:45 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 46
[18-Mar-2016 15:06:45 America/New_York] PHP Warning:  Missing argument 4 for Clq\add_row_rate(), called in C:\dev\www\clqweb\plugins\rates\edit.php on line 60 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 19
[18-Mar-2016 15:06:45 America/New_York] PHP Warning:  Missing argument 1 for Clq\add_tools_cell(), called in C:\dev\www\clqweb\plugins\rates\helper.php on line 36 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 41
[18-Mar-2016 15:06:45 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 44
[18-Mar-2016 15:06:45 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 46
[18-Mar-2016 15:06:45 America/New_York] PHP Warning:  Missing argument 1 for Clq\add_tools_cell(), called in C:\dev\www\clqweb\plugins\rates\helper.php on line 36 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 41
[18-Mar-2016 15:06:45 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 44
[18-Mar-2016 15:06:45 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 46
[18-Mar-2016 15:07:16 America/New_York] PHP Warning:  Missing argument 1 for Clq\add_tools_cell(), called in C:\dev\www\clqweb\plugins\rates\helper.php on line 36 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 41
[18-Mar-2016 15:07:16 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 44
[18-Mar-2016 15:07:16 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 46
[18-Mar-2016 15:07:16 America/New_York] PHP Warning:  Missing argument 1 for Clq\add_tools_cell(), called in C:\dev\www\clqweb\plugins\rates\helper.php on line 36 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 41
[18-Mar-2016 15:07:16 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 44
[18-Mar-2016 15:07:16 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 46
[18-Mar-2016 15:07:16 America/New_York] PHP Warning:  Missing argument 1 for Clq\add_tools_cell(), called in C:\dev\www\clqweb\plugins\rates\helper.php on line 36 and defined in C:\dev\www\clqweb\plugins\rates\helper.php on line 41
[18-Mar-2016 15:07:16 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 44
[18-Mar-2016 15:07:16 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 46
[21-Mar-2016 12:27:06 America/New_York] PHP Notice:  Use of undefined constant last - assumed 'last' in C:\dev\www\clqweb\plugins\rates\helper.php on line 54
[21-Mar-2016 12:27:06 America/New_York] PHP Notice:  Use of undefined constant last - assumed 'last' in C:\dev\www\clqweb\plugins\rates\helper.php on line 54
[21-Mar-2016 19:11:51 America/New_York] PHP Notice:  Undefined variable: category in C:\dev\www\clqweb\plugins\rates\edit.php on line 56
[22-Mar-2016 15:11:12 America/New_York] PHP Fatal error:  Cannot redeclare i18n_merge_impl() (previously declared in C:\dev\www\clqweb\admin\inc\basic.php:647) in C:\dev\www\clqweb\plugins\rates\translation.php on line 39
[14-Apr-2016 15:25:17 America/New_York] PHP Fatal error:  Class 'Rates' not found in C:\dev\www\clqweb\plugins\rates.php on line 74
[14-Apr-2016 15:26:51 America/New_York] PHP Fatal error:  Call to undefined function display_rates() in C:\dev\www\clqweb\plugins\i18n_base\frontend.class.php(127) : eval()'d code on line 2
[14-Apr-2016 15:36:44 America/New_York] PHP Parse error:  syntax error, unexpected 'public' (T_PUBLIC) in C:\dev\www\clqweb\plugins\rates\frontend.php on line 9
[14-Apr-2016 16:44:08 America/New_York] PHP Notice:  Undefined variable: categories in C:\dev\www\clqweb\plugins\rates\frontend.class.php on line 14
[14-Apr-2016 16:44:08 America/New_York] PHP Warning:  Invalid argument supplied for foreach() in C:\dev\www\clqweb\plugins\rates\frontend.class.php on line 14
[14-Apr-2016 16:44:38 America/New_York] PHP Parse error:  syntax error, unexpected '->' (T_OBJECT_OPERATOR) in C:\dev\www\clqweb\plugins\rates\frontend.class.php on line 14
[14-Apr-2016 16:44:58 America/New_York] PHP Fatal error:  Call to undefined function Clq\add_category() in C:\dev\www\clqweb\plugins\rates\frontend.class.php on line 16
[14-Apr-2016 16:46:35 America/New_York] PHP Fatal error:  Using $this when not in object context in C:\dev\www\clqweb\plugins\rates\frontend.class.php on line 16
[14-Apr-2016 16:46:52 America/New_York] PHP Fatal error:  Using $this when not in object context in C:\dev\www\clqweb\plugins\rates\frontend.class.php on line 16
[16-Apr-2016 21:38:53 Europe/Paris] PHP Parse error:  syntax error, unexpected '%' in C:\dev\www\clqweb\plugins\rates\frontend.class.php on line 21
[16-Apr-2016 17:27:32 America/New_York] PHP Notice:  Undefined index: rate in C:\dev\www\clqweb\plugins\rates\edit.php on line 60
[16-Apr-2016 17:27:32 America/New_York] PHP Notice:  Undefined index: rate in C:\dev\www\clqweb\plugins\rates\edit.php on line 61
[16-Apr-2016 17:27:32 America/New_York] PHP Warning:  Invalid argument supplied for foreach() in C:\dev\www\clqweb\plugins\rates\edit.php on line 61
[16-Apr-2016 21:45:35 America/New_York] PHP Notice:  Undefined index: prices in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 48
[16-Apr-2016 21:46:08 America/New_York] PHP Notice:  Undefined index: prices in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 48
[16-Apr-2016 21:46:36 America/New_York] PHP Notice:  Undefined index: prices in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 48
[16-Apr-2016 21:47:06 America/New_York] PHP Notice:  Undefined index: prices in C:\dev\www\clqweb\plugins\rates\rates.class.php on line 48
[16-Apr-2016 21:57:50 America/New_York] PHP Notice:  Use of undefined constant pos - assumed 'pos' in C:\dev\www\clqweb\plugins\rates\helper.php on line 23
[16-Apr-2016 21:57:50 America/New_York] PHP Notice:  Undefined index: pos in C:\dev\www\clqweb\plugins\rates\helper.php on line 23
[16-Apr-2016 21:57:50 America/New_York] PHP Notice:  Use of undefined constant pos - assumed 'pos' in C:\dev\www\clqweb\plugins\rates\helper.php on line 23
[16-Apr-2016 21:57:50 America/New_York] PHP Notice:  Undefined index: pos in C:\dev\www\clqweb\plugins\rates\helper.php on line 23
[16-Apr-2016 21:57:50 America/New_York] PHP Notice:  Undefined index: prices in C:\dev\www\clqweb\plugins\rates\helper.php on line 22
[16-Apr-2016 21:58:16 America/New_York] PHP Notice:  Undefined index: prices in C:\dev\www\clqweb\plugins\rates\helper.php on line 22
[16-Apr-2016 21:58:30 America/New_York] PHP Notice:  Undefined index: prices in C:\dev\www\clqweb\plugins\rates\helper.php on line 22
[16-Apr-2016 23:01:25 America/New_York] PHP Parse error:  syntax error, unexpected ':' in C:\dev\www\clqweb\plugins\rates\helper.php on line 22
[16-Apr-2016 23:02:33 America/New_York] PHP Parse error:  syntax error, unexpected ')', expecting ';' in C:\dev\www\clqweb\plugins\rates\helper.php on line 23
[17-Apr-2016 00:30:54 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 20
[17-Apr-2016 00:30:54 America/New_York] PHP Notice:  Undefined variable: text in C:\dev\www\clqweb\plugins\rates\helper.php on line 93
[17-Apr-2016 00:30:54 America/New_York] PHP Notice:  Undefined variable: text in C:\dev\www\clqweb\plugins\rates\helper.php on line 93
[17-Apr-2016 00:30:54 America/New_York] PHP Notice:  Undefined variable: rateId in C:\dev\www\clqweb\plugins\rates\helper.php on line 20
[17-Apr-2016 00:30:54 America/New_York] PHP Notice:  Undefined variable: text in C:\dev\www\clqweb\plugins\rates\helper.php on line 93
[17-Apr-2016 00:30:54 America/New_York] PHP Notice:  Undefined variable: text in C:\dev\www\clqweb\plugins\rates\helper.php on line 93
